Index,Material,ObjPath,QualityLevel,ShaderName,HardWare,Work Registers,Uniform Registers,Stak Spilling,16-bit arithmetic,Total Instruction: FMA,Total Instruction: CVT,Total Instruction: SFU,Total Instruction: Load/Store,Total Instruction: Varying,Total Instruction: Texture,Total Instruction: Bound,shortest Path :FMA,shortest Path :CVT,shortest Path : SFU,shortest Path : Load/Store,shortest Path : Varying,shortest Path : Texture,shortest Path : Bound,longest Path : FMA,longest Path : CVT,longest Path : SFU,longest Path :  Load/Store,longest Path : Varying,longest Path : Texture,longest Path : Bound,Has uniform computation,Has sid-effects,Modifies Coverage,Uses late ZS test,Uses late ZS update,Reads color buffer
122,,M_APGamePC_Base_2,MidQuality,TMobileBasePassVSFMobileDirectionalLightAndSHIndirectPolicyCSM.frag, Mali-G78 r1p1,63,110,FALSE,38,4.52,2.24,1.69,0,1.75,4.25,   FMA,3.49,1.36,1.25,0,1.75,4.25,     T,4.52,2.24,1.69,0,1.75,4.25,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
123,,M_APGamePC_Base_2,MidQuality,TMobileBasePassVSFMobileDirectionalLightAndSHIndirectPolicyNoCSM.frag, Mali-G78 r1p1,31,52,FALSE,39,1.19,1.36,0.25,0,1,1.75,     T,0.77,0.66,0.19,0,0.75,1.75,     T,1.19,1.36,0.25,0,1,1.75,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
124,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
125,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
126,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
127,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
128,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
129,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
130,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassVSFMobileDirectionalLightAndSHIndirectPolicyCSM.frag, Mali-G78 r1p1,64,118,FALSE,35,4.96,2.34,1.69,0,1.75,5,     T,3.92,1.47,1.25,0,1.75,5,     T,4.96,2.34,1.69,0,1.75,5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
131,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassVSFMobileDirectionalLightAndSHIndirectPolicyNoCSM.frag, Mali-G78 r1p1,31,52,FALSE,39,1.19,1.36,0.25,0,1,1.75,     T,0.77,0.66,0.19,0,0.75,1.75,     T,1.19,1.36,0.25,0,1,1.75,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
132,,M_APGamePC_Base_2,UltraQuality,TMobileBasePassVSFMobileDirectionalLightAndVPIndirect3PPVPolicyNoCSM.frag, Mali-G78 r1p1,31,52,FALSE,39,1.19,1.36,0.25,0,1,1.75,     T,0.77,0.66,0.19,0,0.75,1.75,     T,1.19,1.36,0.25,0,1,1.75,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
133,,M_AreaLocator,HighQuality,TMobileBasePassPSFNoLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,26,FALSE,0,1.14,0.33,0.25,0,1,1.5,     T,0.58,0.3,0.25,0,1,1.5,     T,1.14,0.33,0.25,0,1,1.5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
134,,M_AreaLocator,LowQuality,TMobileBasePassPSFNoLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,20,FALSE,0,0.72,0.31,0.25,0,1,1.5,     T,0.58,0.28,0.25,0,1,1.5,     T,0.72,0.31,0.25,0,1,1.5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
135,,M_AreaLocator,MidQuality,TMobileBasePassPSFNoLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,26,FALSE,0,1.14,0.33,0.25,0,1,1.5,     T,0.58,0.3,0.25,0,1,1.5,     T,1.14,0.33,0.25,0,1,1.5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
136,,M_AreaLocator,UltraQuality,TMobileBasePassPSFNoLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,26,FALSE,0,1.14,0.33,0.25,0,1,1.5,     T,0.58,0.3,0.25,0,1,1.5,     T,1.14,0.33,0.25,0,1,1.5,     T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
137,,M_asphalt07_wet,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,84,FALSE,0,4.58,0.91,1.69,0,2.12,3.5,   FMA,3.42,0.58,1.25,0,2.12,3.5,     T,4.58,0.91,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
138,,M_asphalt07_wet,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,84,FALSE,0,4.58,0.91,1.69,0,2.12,3.5,   FMA,3.42,0.58,1.25,0,2.12,3.5,     T,4.58,0.91,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
139,,M_asphalt07_wet,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,84,FALSE,0,4.58,0.91,1.69,0,2.12,3.5,   FMA,3.42,0.58,1.25,0,2.12,3.5,     T,4.58,0.91,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
140,,M_asphalt07_wet,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,84,FALSE,0,4.58,0.91,1.69,0,2.12,3.5,   FMA,3.42,0.58,1.25,0,2.12,3.5,     T,4.58,0.91,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
141,,M_asphalt07_wet,HighQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,84,FALSE,0,4.58,0.91,1.69,0,2.12,3.5,   FMA,3.42,0.58,1.25,0,2.12,3.5,     T,4.58,0.91,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
142,,M_asphalt07_wet,HighQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,84,FALSE,0,4.58,0.91,1.69,0,2.12,3.5,   FMA,3.42,0.58,1.25,0,2.12,3.5,     T,4.58,0.91,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
143,,M_asphalt07_wet,LowQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,23,24,FALSE,0,0.8,0.39,0.25,0,1.12,0.25,     V,0.34,0.27,0.19,0,1.12,0.25,     V,0.8,0.39,0.25,0,1.12,0.25,     V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
144,,M_asphalt07_wet,LowQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,23,24,FALSE,0,0.8,0.39,0.25,0,1.12,0.25,     V,0.34,0.27,0.19,0,1.12,0.25,     V,0.8,0.39,0.25,0,1.12,0.25,     V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
145,,M_asphalt07_wet,LowQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,23,24,FALSE,0,0.8,0.39,0.25,0,1.12,0.25,     V,0.34,0.27,0.19,0,1.12,0.25,     V,0.8,0.39,0.25,0,1.12,0.25,     V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
146,,M_asphalt07_wet,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,32,84,FALSE,0,4.43,0.84,1.69,0,2.12,2.75,   FMA,3.27,0.53,1.25,0,2.12,2.75,   FMA,4.43,0.84,1.69,0,2.12,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
147,,M_asphalt07_wet,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,84,FALSE,0,4.43,0.84,1.69,0,2.12,2.75,   FMA,3.27,0.53,1.25,0,2.12,2.75,   FMA,4.43,0.84,1.69,0,2.12,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
148,,M_asphalt07_wet,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,32,84,FALSE,0,4.43,0.84,1.69,0,2.12,2.75,   FMA,3.27,0.53,1.25,0,2.12,2.75,   FMA,4.43,0.84,1.69,0,2.12,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
149,,M_asphalt07_wet,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,84,FALSE,0,4.43,0.84,1.69,0,2.12,2.75,   FMA,3.27,0.53,1.25,0,2.12,2.75,   FMA,4.43,0.84,1.69,0,2.12,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
150,,M_asphalt07_wet,MidQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,32,84,FALSE,0,4.43,0.84,1.69,0,2.12,2.75,   FMA,3.27,0.53,1.25,0,2.12,2.75,   FMA,4.43,0.84,1.69,0,2.12,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
151,,M_asphalt07_wet,MidQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,84,FALSE,0,4.43,0.84,1.69,0,2.12,2.75,   FMA,3.27,0.53,1.25,0,2.12,2.75,   FMA,4.43,0.84,1.69,0,2.12,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
152,,M_asphalt07_wet,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,90,FALSE,0,4.89,0.99,1.69,0,2.12,3.5,   FMA,3.74,0.66,1.25,0,2.12,3.5,   FMA,4.89,0.99,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
153,,M_asphalt07_wet,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,90,FALSE,0,4.89,0.99,1.69,0,2.12,3.5,   FMA,3.74,0.66,1.25,0,2.12,3.5,   FMA,4.89,0.99,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
154,,M_asphalt07_wet,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,90,FALSE,0,4.89,0.99,1.69,0,2.12,3.5,   FMA,3.74,0.66,1.25,0,2.12,3.5,   FMA,4.89,0.99,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
155,,M_asphalt07_wet,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,90,FALSE,0,4.89,0.99,1.69,0,2.12,3.5,   FMA,3.74,0.66,1.25,0,2.12,3.5,   FMA,4.89,0.99,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
156,,M_asphalt07_wet,UltraQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,64,90,FALSE,0,4.89,0.99,1.69,0,2.12,3.5,   FMA,3.74,0.66,1.25,0,2.12,3.5,   FMA,4.89,0.99,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
157,,M_asphalt07_wet,UltraQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,64,90,FALSE,0,4.89,0.99,1.69,0,2.12,3.5,   FMA,3.74,0.66,1.25,0,2.12,3.5,   FMA,4.89,0.99,1.69,0,2.12,3.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
158,,M_BasePanner,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
159,,M_BasePanner,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
160,,M_BasePanner,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
161,,M_BasePanner,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
162,,M_BasePanner,HighQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
163,,M_BasePanner,HighQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
164,,M_BasePanner,LowQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,22,32,FALSE,33,0.71,0.41,0.25,0,0.75,0.5,     V,0.28,0.25,0.19,0,0.5,0.5,  V& T,0.71,0.41,0.25,0,0.75,0.5,     V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
165,,M_BasePanner,LowQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,22,32,FALSE,33,0.71,0.41,0.25,0,0.75,0.5,     V,0.28,0.25,0.19,0,0.5,0.5,  V& T,0.71,0.41,0.25,0,0.75,0.5,     V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
166,,M_BasePanner,LowQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,22,32,FALSE,33,0.71,0.41,0.25,0,0.75,0.5,     V,0.28,0.25,0.19,0,0.5,0.5,  V& T,0.71,0.41,0.25,0,0.75,0.5,     V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
167,,M_BasePanner,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
168,,M_BasePanner,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
169,,M_BasePanner,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
170,,M_BasePanner,MidQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
171,,M_BasePanner,MidQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
172,,M_BasePanner,MidQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,38,FALSE,60,1.25,0.47,0.44,0,0.75,0.5,   FMA,0.25,0.19,0,0,0.5,0.5,  V& T,1.25,0.47,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
173,,M_BasePanner,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,48,FALSE,48,1.53,0.59,0.44,0,0.75,0.5,   FMA,0.53,0.28,0,0,0.75,0.5,     V,1.53,0.59,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
174,,M_BasePanner,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,48,FALSE,48,1.53,0.59,0.44,0,0.75,0.5,   FMA,0.53,0.28,0,0,0.75,0.5,     V,1.53,0.59,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
175,,M_BasePanner,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,48,FALSE,48,1.53,0.59,0.44,0,0.75,0.5,   FMA,0.53,0.28,0,0,0.75,0.5,     V,1.53,0.59,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
176,,M_BasePanner,UltraQuality,TMobileBasePassPSFMobileDirectionalLightAndVPIndirect3PPVPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,48,FALSE,48,1.53,0.59,0.44,0,0.75,0.5,   FMA,0.53,0.28,0,0,0.75,0.5,     V,1.53,0.59,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
177,,M_BasePanner,UltraQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,26,48,FALSE,48,1.53,0.59,0.44,0,0.75,0.5,   FMA,0.53,0.28,0,0,0.75,0.5,     V,1.53,0.59,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
178,,M_BasePanner,UltraQuality,TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,26,48,FALSE,48,1.53,0.59,0.44,0,0.75,0.5,   FMA,0.53,0.28,0,0,0.75,0.5,     V,1.53,0.59,0.44,0,0.75,0.5,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
179,,M_BasePanner_2,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseCSM.frag, Mali-G78 r1p1,32,70,FALSE,37,2.92,0.83,1.38,0,1.5,2.75,   FMA,2.17,0.61,1,0,1.5,2.75,     T,2.92,0.83,1.38,0,1.5,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
180,,M_BasePanner_2,HighQuality,TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy0MM_DefaultfalseNoCSM.frag, Mali-G78 r1p1,32,70,FALSE,37,2.92,0.83,1.38,0,1.5,2.75,   FMA,2.17,0.61,1,0,1.5,2.75,     T,2.92,0.83,1.38,0,1.5,2.75,   FMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
